compound_id,compound_name,structural_class,subfamily,property,quantity,unit,value_num,uncertainty,range_low,range_high,value_reported,scale,direction,denominator,setting,emission_band,bimodal,enzyme,enzyme_class,ph_regime,conditions,basis,secondary,provisional,superseded,source_locator,citation_key,doi,url,verification_status
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,AMP-carboluciferin is 13 000-fold brighter than carboluciferin itself (4.75x10^7 vs 3.54x10^3); for comparison AMP-D-luciferin is only 285-fold brighter than D-luciferin (2.11x10^8 vs 7.42x10^5),,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,,"Ioka2016 Figure 3: AMP-firefly luciferin and AMP-carboluciferin prepared with DCC and (-)-adenosine-5'-monophosphoric acid in DMSO and HPLC-purified immediately before use; luciferase solution (20 uL, 1 mg/mL) added to the adenylate solution. The luciferase solution was diluted 10-fold because the photon emission of AMP-firefly luciferin exceeded the limit of the luminometer.","Integrated light counts, adenylate versus free substrate.",,,,Figure 3,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,0.5,,,,"ca. 0.5% as the free substrate, rising to ca. 23% as the adenylate",,brighter_is_larger,"a parent analogue, not D-luciferin",in vitro,,,firefly luciferase,wild-type firefly luciferase,,,"NOTE the two percentages have DIFFERENT reference points: 0.5% is versus free d-luciferin, 23% is versus ADENYLATED d-luciferin.",,,,,Takakura2021,10.3390/molecules26061618,https://doi.org/10.3390/molecules26061618,confirmed
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,In vivo: 4.08 x 10^4 total photons integrated over 2700 s,,,,,,,CAG-ffLuc-cp156 transgenic mouse firefly luciferase (in vivo),wild-type firefly luciferase,,"Ioka2016 in vivo imaging: 37-week-old CAG-ffLuc-cp156 transgenic mice, somnopentyl (30 mg/kg) + luciferin (5 mM, 100 uL in sterile water) intraperitoneally; LumazoneFA (Roper Japan) in vivo imaging system; light monitored for 2700 s at exposure times of 0.5 s (1) and 60 s (6); n = 3.",Whole-animal integrated photon count printed under the mouse images of Figure 4. Exposure times differ (60 s for 6 versus 0.5 s for 1).,,,,Figure 4,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,non-enzymatic chemiluminescence,,nm or text,,,,,"lambda_CL = 520 nm; integrated photon count 2.81x10^7 over the 60 s acquisition (methyl ester 26, methyl 5-(6-hydroxybenzo[d]thiazol-2-yl)-3,4-dihydro-2H-pyrrole-2-carboxylate)",,,,,,,,,unstated,"Ioka2016 - the CL is that of the METHYL ESTER, not of the free acid. 80 uL of t-BuOK in DMSO (100 mM) added to the methyl ester in DMSO (1 uM, 20 uL) at room temperature; light monitored for 60 s at 0.1 s sampling intervals; spectra recorded from 400 to 750 nm in 1 nm increments. Supporting Figure S2 prints both the lambda_CL and the integrated photon count of each ester.","Figure S2 prints both. (ii) the article's is not borne out by its own SI - the integrated counts of the five analogue esters span 0.286x10^7 to 8.83x10^7, a factor of 31.",,,,Figure S2,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,corrected
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,Km = 82.5 +/- 7.2 uM (D-luciferin measured in parallel: 116 +/- 22.0 uM),,,,,,,,wild-type firefly luciferase,,Ioka2016 Km determination (Figure S1): Lineweaver-Burk.,"Michaelis constant. SI Figure S1 (right panel) prints the fit as. Note that 6 has the SMALLER Km but a 12.5-fold SMALLER Vmax than 1 (9.444e+6), which is the quantitative form of the paper's conclusion that binding is not the problem, adenylation is.",,,,Table S1,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,kinetic constant,,see unit,,,,,"In vivo (mouse, intraperitoneal): BL increased slowly and peaked only at 2400 s after injection, i.e. 8-fold later than D-luciferin (300 s), with a slower decay",,,,,,,CAG-ffLuc-cp156 transgenic mouse firefly luciferase (in vivo),wild-type firefly luciferase,,"Ioka2016 in vivo imaging: 37-week-old CAG-ffLuc-cp156 transgenic mice, somnopentyl (30 mg/kg) + luciferin (5 mM, 100 uL in sterile water) intraperitoneally; LumazoneFA (Roper Japan) in vivo imaging system; light monitored for 2700 s at exposure times of 0.5 s (1) and 60 s (6); n = 3.","In vivo imaging time course, n = 3 mice.",,,,,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,kinetic constant,,see unit,,,,,"In vitro time course (Figure 2a): light output rose gradually over about 15-20 s to a plateau of ca. 600 photons per 0.1 s, whereas D-luciferin (Figure 2b) jumped within ca. 1 s to ca. 100 000 photons per 0.1 s and then decayed only slowly",,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.","Read from the plotted luminometer traces of Figure 2a/2b; axis values, not tabulated numbers.",,,,Figure 2a,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ03,Carboluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,"Lineweaver-Burk fit: Vmax = 7.545e+5, Km = 82.5 uM",,,,,,,,wild-type firefly luciferase,,Ioka2016 Km determination (Figure S1): Lineweaver-Burk.,,,,,Supporting Information,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
TZ05,decarboxyluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,absorption maximum,,nm,328.0,,,,328,,,,,,,,,unstated,95% ethanol,"UV absorption maximum, long-wavelength band; log epsilon 4.24. Further bands 268 nm (log epsilon 3.86) and a shoulder at 261 nm.",,,,,White1965,10.1021/jo01018a054,https://doi.org/10.1021/jo01018a054,new
TZ05,decarboxyluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,not bioluminescent (no light with luciferase/ATP/Mg2+/O2); therefore NO emission maximum exists in the classical White papers,,,,,,,firefly (Photinus pyralis) luciferase,wild-type firefly luciferase,,"luciferase, ATP, magnesium ion and oxygen",qualitative,,,,,White1965,10.1021/jo01018a054,https://doi.org/10.1021/jo01018a054,new
TZ06,dehydroluciferin,Thiazoline-ring-modified and truncated luciferins,benzothiazole,inhibition constant,inhibition constant,see unit,,,,,Ki = 1.0 x 10^-6 M,,,,,,,firefly luciferase (Photinus pyralis),wild-type firefly luciferase,,pH 7.7,"competitive inhibition constant, Denburg Table I, pH 7.7",,,,,Denburg1969,10.1016/0003-9861(69)90297-5,https://doi.org/10.1016/0003-9861(69)90297-5,new
TZ07,Imidazoline luciferin (benzothiazole core),Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,,,,,,,,,,,,"firefly luciferase (Fluc = luc2, P. pyralis, His6-tagged, purified from E. coli BL21-DE3*)",engineered firefly luciferase,physiological or basic,"solid black flat-bottom 96-well plates, triplicate; purified Fluc (0 or 2 ug), luciferin 0-1 mM, 1 mM ATP, 1 mM CoA in reaction buffer (20 mM Tris-HCl, 0.5 mg/mL BSA, 0.1 mM EDTA, 1 mM TCEP, 2 mM MgSO4, pH 7.6), 100 uL total; IVIS Lumina cooled CCD, 5 s to 5 min exposure; analogue 3 tested over 0-1 mM",no bioluminescence emission maximum could be measured because no photons were produced,,,,,McCutcheon2012,10.1021/ja301493d,https://pmc.ncbi.nlm.nih.gov/articles/PMC3613990/,confirmed
TZ07,Imidazoline luciferin (benzothiazole core),Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,no detectable light,,,,,,,"firefly luciferase (Fluc = luc2, P. pyralis, His6-tagged, purified from E. coli BL21-DE3*)",engineered firefly luciferase,,"solid black flat-bottom 96-well plates, triplicate; purified Fluc (0 or 2 ug), luciferin 0-1 mM, 1 mM ATP, 1 mM CoA in reaction buffer (20 mM Tris-HCl, 0.5 mg/mL BSA, 0.1 mM EDTA, 1 mM TCEP, 2 mM MgSO4, pH 7.6), 100 uL total; IVIS Lumina cooled CCD, 5 s to 5 min exposure",PEAK PHOTON FLUX from IVIS CCD images; no signal above background at any concentration tested,,,,,McCutcheon2012,10.1021/ja301493d,https://pmc.ncbi.nlm.nih.gov/articles/PMC3613990/,confirmed
TZ08,Ioka 2016 analogue 2,Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,,,,,,,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,physiological or basic,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.","Table S1 assigns compound 2 a finite integrated count (65.3 photons over 30 s) and a relative intensity of 2.40x10^-4 %, i.e. 4-6 orders of magnitude below D-luciferin.",,,,Table S1,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ08,Ioka 2016 analogue 2,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,Total photons 65.3 over 30 s; relative intensity 2.40x10^-4 % of D-luciferin (= 100 %),,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.","These counts are at background level - 4 to 6 orders of magnitude below the 2.72x10^7 of D-luciferin - so they should be quoted as an upper bound on the activity of 2, not as a detected signal.",,,,Supporting Information,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
TZ08,Ioka 2016 analogue 2,Thiazoline-ring-modified and truncated luciferins,benzothiazole,non-enzymatic chemiluminescence,,nm or text,,,,,"lambda_CL = 512 nm; integrated photon count 0.509x10^7 over the 60 s acquisition (methyl ester 11, methyl 2-(6-hydroxybenzo[d]thiazole-2-carboxamido)acetate)",,,,,,,,,unstated,"Ioka2016 - the CL is that of the METHYL ESTER, not of the free acid. 80 uL of t-BuOK in DMSO (100 mM) added to the methyl ester in DMSO (1 uM, 20 uL) at room temperature; light monitored for 60 s at 0.1 s sampling intervals; spectra recorded from 400 to 750 nm in 1 nm increments. Supporting Figure S2 prints both the lambda_CL and the integrated photon count of each ester.","Figure S2 prints both. (ii) the article's is not borne out by its own SI - the integrated counts of the five analogue esters span 0.286x10^7 to 8.83x10^7, a factor of 31.",,,,Figure S2,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,corrected
TZ08,Ioka 2016 analogue 2,Thiazoline-ring-modified and truncated luciferins,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,Ki = 59.7 +/- 6.26 uM (competitive inhibitor of the firefly luciferin-luciferase reaction),,,,,,,,wild-type firefly luciferase,,"Ioka2016 Ki determination (Table S1, Figure S3): Lineweaver-Burk analysis; L-firefly luciferin (L-1) used as the positive control.","Ki, an INHIBITION CONSTANT from Lineweaver-Burk analysis of the firefly luciferase reaction of D-luciferin with the analogue as inhibitor; L-firefly luciferin (L-1) served as the positive control. Companion global-fit parameters in SI Figure S3: Vmax = 4.719e+7, apparent Km(luciferin) = 40.6 uM, alpha = 1.297e+11 (alpha -> infinity, i.e. essentially pure competitive inhibition). Given that 2 (59.7 uM) and 4 (82.7 uM) are the two WEAKEST inhibitors of the four, the article sentence is best read as.",,,,Supporting Information,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
TZ09,Ioka 2016 analogue 3,Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,,,,,,,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,physiological or basic,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.","Table S1 assigns compound 3 a finite integrated count (88.9 photons over 30 s) and a relative intensity of 3.27x10^-4 %, i.e. 4-6 orders of magnitude below D-luciferin.",,,,Table S1,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ09,Ioka 2016 analogue 3,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,Total photons 88.9 over 30 s; relative intensity 3.27x10^-4 % of D-luciferin (= 100 %),,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.","These counts are at background level - 4 to 6 orders of magnitude below the 2.72x10^7 of D-luciferin - so they should be quoted as an upper bound on the activity of 3, not as a detected signal.",,,,Supporting Information,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
TZ09,Ioka 2016 analogue 3,Thiazoline-ring-modified and truncated luciferins,benzothiazole,non-enzymatic chemiluminescence,,nm or text,,,,,"lambda_CL = 512 nm; integrated photon count 0.286x10^7 over the 60 s acquisition (methyl ester 12, methyl (R)-2-(6-hydroxybenzo[d]thiazole-2-carboxamido)propanoate)",,,,,,,,,unstated,"Ioka2016 - the CL is that of the METHYL ESTER, not of the free acid. 80 uL of t-BuOK in DMSO (100 mM) added to the methyl ester in DMSO (1 uM, 20 uL) at room temperature; light monitored for 60 s at 0.1 s sampling intervals; spectra recorded from 400 to 750 nm in 1 nm increments. Supporting Figure S2 prints both the lambda_CL and the integrated photon count of each ester.","Figure S2 prints both. (ii) the article's is not borne out by its own SI - the integrated counts of the five analogue esters span 0.286x10^7 to 8.83x10^7, a factor of 31.",,,,Figure S2,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,corrected
TZ09,Ioka 2016 analogue 3,Thiazoline-ring-modified and truncated luciferins,benzothiazole,Km for the luciferin,Km for the luciferin,see unit,,,,,Ki = 10.5 +/- 1.75 uM (competitive inhibitor of the firefly luciferin-luciferase reaction),,,,,,,,wild-type firefly luciferase,,"Ioka2016 Ki determination (Table S1, Figure S3): Lineweaver-Burk analysis; L-firefly luciferin (L-1) used as the positive control.","Ki, an INHIBITION CONSTANT from Lineweaver-Burk analysis of the firefly luciferase reaction of D-luciferin with the analogue as inhibitor; L-firefly luciferin (L-1) served as the positive control. Companion global-fit parameters in SI Figure S3: Vmax = 3.044e+7, apparent Km(luciferin) = 27.x uM, Ki = 10.x, alpha = 191.2 (the trailing digits of Km and Ki are clipped in the published figure). The article names 3 as one of the two analogues that DID bind:.",,,,Supporting Information,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
TZ10,Ioka 2016 analogue 4,Thiazoline-ring-modified and truncated luciferins,benzothiazole,bioluminescence emission maximum,,nm,,,,,,,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,physiological or basic,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.","Table S1 assigns compound 4 a finite integrated count (321.0 photons over 30 s) and a relative intensity of 11.8x10^-4 %, i.e. 4-6 orders of magnitude below D-luciferin.",,,,Table S1,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,confirmed
TZ10,Ioka 2016 analogue 4,Thiazoline-ring-modified and truncated luciferins,benzothiazole,relative light output,,see basis,,,,,Total photons 321.0 over 30 s; relative intensity 11.8x10^-4 % of D-luciferin (= 100 %),,,,,,,firefly luciferase: Promega QuantiLum recombinant Photinus pyralis luciferase E1701 and Sigma L9506.,wild-type firefly luciferase,,"Ioka2016, the assay behind Table S1 : 20 uL luciferin derivative (100 uM) + 20 uL firefly luciferase solution (0.01 mg/mL) + 20 uL potassium phosphate buffer (500 mM, pH 8); reaction initiated by adding 40 uL ATP-Mg2+ (200 uM) at room temperature; a low ATP-Mg2+ concentration was used because high concentrations gave a strong background signal. INTEGRATION TIME 30 s at 0.1 s sampling intervals. Intensities on an ATTO AB-2200 or AB-2700 luminometer (Hamamatsu R4220 PMT); spectra on an ATTO AB-1850 spectrophotometer, 400-750 nm in 1 nm increments.","These counts are at background level - 4 to 6 orders of magnitude below the 2.72x10^7 of D-luciferin - so they should be quoted as an upper bound on the activity of 4, not as a detected signal.",,,,Supporting Information,Ioka2016,10.1002/chem.201600278,https://doi.org/10.1002/chem.201600278,new
